component,component_number,variance_explained,feature,loading,loading_type,rank
PC1,1,0.04453123368551076,linkedin,-0.05274428858203465,negative,19
PC1,1,0.04453123368551076,conference,-0.052171559306525866,negative,20
PC2,2,0.0343172798701877,implementation,0.1370668904054345,positive,1
PC2,2,0.0343172798701877,months,0.11245663262473238,positive,2
PC2,2,0.0343172798701877,term,0.10943328625852801,positive,3
PC2,2,0.0343172798701877,tools,0.08116355649788647,positive,4
PC2,2,0.0343172798701877,basic,0.08070567789306114,positive,5
PC2,2,0.0343172798701877,assessment,0.0791387333446984,positive,6
PC2,2,0.0343172798701877,strong,0.07820122079430498,positive,7
PC2,2,0.0343172798701877,foundations,0.07767926472445859,positive,8
PC2,2,0.0343172798701877,advanced,0.07592053703412092,positive,9
PC2,2,0.0343172798701877,term months,0.07587539756913296,positive,10
PC2,2,0.0343172798701877,development,0.07576538451999405,positive,11
PC2,2,0.0343172798701877,practical implementation,0.07453719080831545,positive,12
PC2,2,0.0343172798701877,practical,0.0713119472089462,positive,13
PC2,2,0.0343172798701877,build,0.068160356680524,positive,14
PC2,2,0.0343172798701877,integration,0.06796914569474298,positive,15
PC2,2,0.0343172798701877,develop,0.06780557997420196,positive,16
PC2,2,0.0343172798701877,building,0.06363157794575515,positive,17
PC2,2,0.0343172798701877,roadmap short,0.062022380451718075,positive,18
PC2,2,0.0343172798701877,medium term,0.061922569716491536,positive,19
PC2,2,0.0343172798701877,practical applications,0.061806538835601124,positive,20
PC2,2,0.0343172798701877,provide,-0.07680829900155632,negative,1
PC2,2,0.0343172798701877,search,-0.07036435220608786,negative,2
PC2,2,0.0343172798701877,https,-0.06604503766848008,negative,3
PC2,2,0.0343172798701877,orcid,-0.06212063165873886,negative,4
PC2,2,0.0343172798701877,scholar,-0.06187458591899024,negative,5
PC2,2,0.0343172798701877,details,-0.06141067265276091,negative,6
PC2,2,0.0343172798701877,google,-0.06128583962617386,negative,7
PC2,2,0.0343172798701877,search results,-0.06054601264246689,negative,8
PC2,2,0.0343172798701877,professional,-0.059989337992417735,negative,9
PC2,2,0.0343172798701877,academic,-0.05770994837824621,negative,10
PC2,2,0.0343172798701877,google scholar,-0.057650573874954966,negative,11
PC2,2,0.0343172798701877,want,-0.053525196914656105,negative,12
PC2,2,0.0343172798701877,information,-0.05334028691201087,negative,13
PC2,2,0.0343172798701877,results,-0.05056985865421981,negative,14
PC2,2,0.0343172798701877,related,-0.05051800091302324,negative,15
PC2,2,0.0343172798701877,goals,-0.05008303168890823,negative,16
PC2,2,0.0343172798701877,institutional,-0.048935856342985626,negative,17
PC2,2,0.0343172798701877,com,-0.048080979961098634,negative,18
PC2,2,0.0343172798701877,researchgate,-0.04801221068175792,negative,19
PC2,2,0.0343172798701877,provide details,-0.04661527869679096,negative,20
PC3,3,0.029627097400411622,curriculum,0.149303558625598,positive,1
PC3,3,0.029627097400411622,want,0.07531385068230986,positive,2
PC3,3,0.029627097400411622,truly,0.06983795508442794,positive,3
PC3,3,0.029627097400411622,needs,0.06872793993232873,positive,4
PC3,3,0.029627097400411622,desired,0.06794465729326954,positive,5
PC3,3,0.029627097400411622,truly personalized,0.06426301930407033,positive,6
PC3,3,0.029627097400411622,effective,0.06368908837163541,positive,7
PC3,3,0.029627097400411622,learning needs,0.0630933327469431,positive,8
PC3,3,0.029627097400411622,create truly,0.06287540198602339,positive,9
PC3,3,0.029627097400411622,personalized,0.062429227879821636,positive,10
PC3,3,0.029627097400411622,value,0.06242072518407631,positive,11
PC3,3,0.029627097400411622,sought,0.061778166317631694,positive,12
PC3,3,0.029627097400411622,current active,0.061025921427952164,positive,13
PC3,3,0.029627097400411622,report_type curriculum,0.06069652666409673,positive,14
PC3,3,0.029627097400411622,outcomes,0.06049231800779266,positive,15
PC3,3,0.029627097400411622,curriculum notice,0.05967218466864636,positive,16
PC3,3,0.029627097400411622,value sought,0.05872203567003664,positive,17
PC3,3,0.029627097400411622,inference application,0.058656414260001934,positive,18
PC3,3,0.029627097400411622,ll need,0.05721637655551279,positive,19
PC3,3,0.029627097400411622,design,0.056849335467470785,positive,20
PC3,3,0.029627097400411622,analysis,-0.1383752266172205,negative,1
PC3,3,0.029627097400411622,profile analysis,-0.12505684444166168,negative,2
PC3,3,0.029627097400411622,profile_analysis apologize,-0.10013646129435357,negative,3
PC3,3,0.029627097400411622,current work,-0.09847426248651897,negative,4
PC3,3,0.029627097400411622,apologize,-0.09614502018419782,negative,5
PC3,3,0.029627097400411622,profile,-0.09577897776570125,negative,6
PC3,3,0.029627097400411622,interests,-0.09372771543507416,negative,7
PC3,3,0.029627097400411622,meaningful,-0.09128637000854747,negative,8
PC3,3,0.029627097400411622,symposium,-0.08886057401950143,negative,9
PC3,3,0.029627097400411622,provide meaningful,-0.08618104684267566,negative,10
PC3,3,0.029627097400411622,profile_analysis,-0.08537849024130359,negative,11
PC3,3,0.029627097400411622,report_type profile_analysis,-0.08537849024130359,negative,12
PC3,3,0.029627097400411622,provide,-0.08403945428661998,negative,13
PC3,3,0.029627097400411622,research interests,-0.08384778278453046,negative,14
PC3,3,0.029627097400411622,happy,-0.08132844938685091,negative,15
PC3,3,0.029627097400411622,learning opportunities,-0.08102641578865293,negative,16
PC3,3,0.029627097400411622,expertise,-0.0806341952134107,negative,17
PC3,3,0.029627097400411622,symposium participation,-0.07901226563565539,negative,18
PC3,3,0.029627097400411622,apologize don,-0.0730453010640769,negative,19
PC3,3,0.029627097400411622,meaningful analysis,-0.0726301017521131,negative,20
PC4,4,0.021424027059500566,search results,0.17979474930236036,positive,1
PC4,4,0.021424027059500566,results,0.17405147501489251,positive,2
PC4,4,0.021424027059500566,search,0.16931362982618092,positive,3
PC4,4,0.021424027059500566,urls,0.13963982648612452,positive,4
PC4,4,0.021424027059500566,personalization,0.13194286005479072,positive,5
PC4,4,0.021424027059500566,results provided,0.123905705954921,positive,6
PC4,4,0.021424027059500566,instructions,0.11238447339961713,positive,7
PC4,4,0.021424027059500566,contain,0.10219883802258925,positive,8
PC4,4,0.021424027059500566,request,0.10211857124551679,positive,9
PC4,4,0.021424027059500566,links,0.10101629598310519,positive,10
PC4,4,0.021424027059500566,conduct,0.10017026228739173,positive,11
PC4,4,0.021424027059500566,restrictions,0.0911566230072121,positive,12
PC4,4,0.021424027059500566,clickable,0.08943141102585837,positive,13
PC4,4,0.021424027059500566,background_research appreciate,0.08655010438825209,positive,14
PC4,4,0.021424027059500566,appreciate,0.08607909279829455,positive,15
PC4,4,0.021424027059500566,research request,0.08488608866407629,positive,16
PC4,4,0.021424027059500566,ve,0.0846022073376003,positive,17
PC4,4,0.021424027059500566,clickable links,0.0845908465479191,positive,18
PC4,4,0.021424027059500566,guidelines,0.08272440045797116,positive,19
PC4,4,0.021424027059500566,urls links,0.08209725899913382,positive,20
PC4,4,0.021424027059500566,https,-0.08739645009303958,negative,1
PC4,4,0.021424027059500566,potential,-0.06829738249904983,negative,2
PC4,4,0.021424027059500566,www,-0.0652409225091817,negative,3
PC4,4,0.021424027059500566,https www,-0.06398458743122543,negative,4
PC4,4,0.021424027059500566,opportunities,-0.0539335517935149,negative,5
PC4,4,0.021424027059500566,com,-0.053443378324565215,negative,6
PC4,4,0.021424027059500566,publicly,-0.051680657191319194,negative,7
PC4,4,0.021424027059500566,analysis,-0.049701094461429236,negative,8
PC4,4,0.021424027059500566,public,-0.04824672460849693,negative,9
PC4,4,0.021424027059500566,expertise,-0.04805820358329332,negative,10
PC4,4,0.021424027059500566,profile,-0.043004322593135316,negative,11
PC4,4,0.021424027059500566,leadership,-0.04165989696239582,negative,12
PC4,4,0.021424027059500566,profile analysis,-0.04136510066281916,negative,13
PC4,4,0.021424027059500566,en,-0.04123398920287045,negative,14
PC4,4,0.021424027059500566,related,-0.04102365302777916,negative,15
PC4,4,0.021424027059500566,interests,-0.0397686901584743,negative,16
PC4,4,0.021424027059500566,org,-0.03959685480578542,negative,17
PC4,4,0.021424027059500566,technical,-0.039148116606601065,negative,18
PC4,4,0.021424027059500566,patents,-0.037898440727910175,negative,19
PC4,4,0.021424027059500566,roles,-0.0377309131444387,negative,20
PC5,5,0.015865282400444145,months,0.13562796392505372,positive,1
PC5,5,0.015865282400444145,curriculum,0.09207235643771615,positive,2
PC5,5,0.015865282400444145,term months,0.09187823956027892,positive,3
PC5,5,0.015865282400444145,module,0.07197643780632622,positive,4
PC5,5,0.015865282400444145,personalized,0.0688045509738334,positive,5
PC5,5,0.015865282400444145,month,0.06585955504380603,positive,6
PC5,5,0.015865282400444145,advanced,0.06146747070524838,positive,7
PC5,5,0.015865282400444145,progression,0.06119930687359864,positive,8
PC5,5,0.015865282400444145,modules,0.06084910306603764,positive,9
PC5,5,0.015865282400444145,12,0.06047067270966834,positive,10
PC5,5,0.015865282400444145,advanced topics,0.058747237145309036,positive,11
PC5,5,0.015865282400444145,concepts modules,0.058704508643908165,positive,12
PC5,5,0.015865282400444145,personalized learning,0.058338670320547,positive,13
PC5,5,0.015865282400444145,profile_analysis apologize,0.05808426647472177,positive,14
PC5,5,0.015865282400444145,core concepts,0.05795128595155051,positive,15
PC5,5,0.015865282400444145,assessment progression,0.057568253887521854,positive,16
PC5,5,0.015865282400444145,implementation roadmap,0.057568253887521854,positive,17
PC5,5,0.015865282400444145,hands learning,0.057568253887521854,positive,18
PC5,5,0.015865282400444145,10 implementation,0.057568253887521854,positive,19
PC5,5,0.015865282400444145,community collaboration,0.05682905592117499,positive,20
PC5,5,0.015865282400444145,bridge,-0.10519984870564247,negative,1
PC5,5,0.015865282400444145,potential,-0.08647376092744341,negative,2
PC5,5,0.015865282400444145,valuable,-0.08443824659560993,negative,3
PC5,5,0.015865282400444145,alignment,-0.07218878333356187,negative,4
PC5,5,0.015865282400444145,priority,-0.0707046979447882,negative,5
PC5,5,0.015865282400444145,sessions,-0.0690242249044846,negative,6
PC5,5,0.015865282400444145,term develop,-0.06852890977357873,negative,7
PC5,5,0.015865282400444145,contribute,-0.0675114164883935,negative,8
PC5,5,0.015865282400444145,practitioners,-0.06682103893605344,negative,9
PC5,5,0.015865282400444145,recommendations focus,-0.06633224033223377,negative,10
PC5,5,0.015865282400444145,researchers,-0.06610813961283414,negative,11
PC5,5,0.015865282400444145,priority focus,-0.06306957117381888,negative,12
PC5,5,0.015865282400444145,theoretical,-0.06136366480736909,negative,13
PC5,5,0.015865282400444145,build,-0.06125344837711591,negative,14
PC5,5,0.015865282400444145,alignment strong,-0.05986049835994578,negative,15
PC5,5,0.015865282400444145,profile suggests,-0.059691763000995685,negative,16
PC5,5,0.015865282400444145,strategy priority,-0.059663892061446594,negative,17
PC5,5,0.015865282400444145,focus,-0.05905038325090525,negative,18
PC5,5,0.015865282400444145,suggests,-0.05808803453860026,negative,19
PC5,5,0.015865282400444145,strong,-0.05741505629811131,negative,20
PC6,6,0.010997639812830372,specific learning,0.1331405088704258,positive,1
PC6,6,0.010997639812830372,addresses specific,0.09945762418218544,positive,2
PC6,6,0.010997639812830372,facing,0.09923717912693411,positive,3
PC6,6,0.010997639812830372,challenges facing,0.0977554391006872,positive,4
PC6,6,0.010997639812830372,challenges aligns,0.0894722592949105,positive,5
PC6,6,0.010997639812830372,addresses,0.08655340000466173,positive,6
PC6,6,0.010997639812830372,needs goals,0.07801031349242753,positive,7
PC6,6,0.010997639812830372,builds,0.07708781368784394,positive,8
PC6,6,0.010997639812830372,focuses relevant,0.07472175421819499,positive,9
PC6,6,0.010997639812830372,seeking,0.07395159438778638,positive,10
PC6,6,0.010997639812830372,matches learning,0.0735571655119291,positive,11
PC6,6,0.010997639812830372,matches,0.07294813881721503,positive,12
PC6,6,0.010997639812830372,facing practical,0.07282574385845753,positive,13
PC6,6,0.010997639812830372,existing knowledge,0.07250449154307088,positive,14
PC6,6,0.010997639812830372,curriculum,0.07211111368138971,positive,15
PC6,6,0.010997639812830372,specific challenges,0.07139137601030274,positive,16
PC6,6,0.010997639812830372,knowledge addresses,0.07066816232400364,positive,17
PC6,6,0.010997639812830372,information create,0.06881078492241628,positive,18
PC6,6,0.010997639812830372,pragmatic epistemic,0.06878356480381911,positive,19
PC6,6,0.010997639812830372,relevant applications,0.0684973366707939,positive,20
PC6,6,0.010997639812830372,want,-0.13059604563140897,negative,1
PC6,6,0.010997639812830372,value sought,-0.0947934486401965,negative,2
PC6,6,0.010997639812830372,sought,-0.08768285960099566,negative,3
PC6,6,0.010997639812830372,obstacles understanding,-0.0799829876386555,negative,4
PC6,6,0.010997639812830372,related concepts,-0.07874218884335177,negative,5
PC6,6,0.010997639812830372,challenges current,-0.07681288403304869,negative,6
PC6,6,0.010997639812830372,current obstacles,-0.07681288403304869,negative,7
PC6,6,0.010997639812830372,want master,-0.07655077760620055,negative,8
PC6,6,0.010997639812830372,obstacles,-0.07609986643610869,negative,9
PC6,6,0.010997639812830372,desired research,-0.07473607837836424,negative,10
PC6,6,0.010997639812830372,time constraints,-0.07366693679371618,negative,11
PC6,6,0.010997639812830372,inference time,-0.07075823892397874,negative,12
PC6,6,0.010997639812830372,specific domain,-0.07030853676121411,negative,13
PC6,6,0.010997639812830372,understanding desired,-0.06983280192030238,negative,14
PC6,6,0.010997639812830372,inference want,-0.06956483652439219,negative,15
PC6,6,0.010997639812830372,concepts bayesian,-0.06890251699846661,negative,16
PC6,6,0.010997639812830372,constraints,-0.06795305727659263,negative,17
PC6,6,0.010997639812830372,understanding applying,-0.0674428864413341,negative,18
PC6,6,0.010997639812830372,needs specific,-0.06736521659522264,negative,19
PC6,6,0.010997639812830372,pragmatic value,-0.0649584216903272,negative,20
PC7,7,0.009682361742407174,clinical,0.21327427458715717,positive,1
PC7,7,0.009682361742407174,clinical applications,0.12467091919988436,positive,2
PC7,7,0.009682361742407174,predictive processing,0.09191907301462508,positive,3
PC7,7,0.009682361742407174,predictive,0.09088466714310475,positive,4
PC7,7,0.009682361742407174,posture,0.08715133708551634,positive,5
PC7,7,0.009682361742407174,weiniger,0.082202576177727,positive,6
PC7,7,0.009682361742407174,computational,0.08096906583290729,positive,7
PC7,7,0.009682361742407174,patient,0.0796989278475143,positive,8
PC7,7,0.009682361742407174,protocol,0.07969697789528478,positive,9
PC7,7,0.009682361742407174,processing,0.07526466253788557,positive,10
PC7,7,0.009682361742407174,clinical practice,0.07513473603429115,positive,11
PC7,7,0.009682361742407174,treatment,0.07476791078125819,positive,12
PC7,7,0.009682361742407174,outcome,0.07335929812534056,positive,13
PC7,7,0.009682361742407174,steven,0.06953503022249655,positive,14
PC7,7,0.009682361742407174,steven weiniger,0.06953503022249655,positive,15
PC7,7,0.009682361742407174,protocol development,0.06695108261893046,positive,16
PC7,7,0.009682361742407174,neuroscience,0.06402143905663046,positive,17
PC7,7,0.009682361742407174,protocols,0.0639779185036728,positive,18
PC7,7,0.009682361742407174,pilot,0.0635222510166815,positive,19
PC7,7,0.009682361742407174,brain,0.06312030282257769,positive,20
PC7,7,0.009682361742407174,ai,-0.09677121770221235,negative,1
PC7,7,0.009682361742407174,privacy,-0.09003437827305624,negative,2
PC7,7,0.009682361742407174,standards,-0.07412462651578404,negative,3
PC7,7,0.009682361742407174,systems,-0.07184664017111698,negative,4
PC7,7,0.009682361742407174,identity,-0.06599102196461658,negative,5
PC7,7,0.009682361742407174,policy,-0.06560650864086483,negative,6
PC7,7,0.009682361742407174,edge,-0.06351900950158439,negative,7
PC7,7,0.009682361742407174,agent,-0.0595624356002831,negative,8
PC7,7,0.009682361742407174,governance,-0.05880702242811176,negative,9
PC7,7,0.009682361742407174,optimization,-0.0577837129810554,negative,10
PC7,7,0.009682361742407174,open source,-0.05640777125856751,negative,11
PC7,7,0.009682361742407174,open,-0.05590727962468161,negative,12
PC7,7,0.009682361742407174,technical,-0.05532507516016183,negative,13
PC7,7,0.009682361742407174,preserving,-0.053641206566991596,negative,14
PC7,7,0.009682361742407174,implementations,-0.053376815353608796,negative,15
PC7,7,0.009682361742407174,security,-0.05323690194048818,negative,16
PC7,7,0.009682361742407174,privacy preserving,-0.05264117072934642,negative,17
PC7,7,0.009682361742407174,architecture,-0.05066960322050511,negative,18
PC7,7,0.009682361742407174,implementation,-0.04928516625033371,negative,19
PC7,7,0.009682361742407174,engineering,-0.04918292397272837,negative,20
PC8,8,0.0085182659683654,user,0.09548599343761925,positive,1
PC8,8,0.0085182659683654,citations user,0.09037356219942423,positive,2
PC8,8,0.0085182659683654,com citations,0.08723463387111276,positive,3
PC8,8,0.0085182659683654,https scholar,0.08425721206901898,positive,4
PC8,8,0.0085182659683654,scholar google,0.08425721206901898,positive,5
PC8,8,0.0085182659683654,google com,0.08392289144294214,positive,6
PC8,8,0.0085182659683654,en,0.0817493618437376,positive,7
PC8,8,0.0085182659683654,hl,0.0773449770515747,positive,8
PC8,8,0.0085182659683654,hl en,0.07219879585658384,positive,9
PC8,8,0.0085182659683654,citations,0.069830008880742,positive,10
PC8,8,0.0085182659683654,scholar https,0.06547294731884366,positive,11
PC8,8,0.0085182659683654,university,0.06046600943015437,positive,12
PC8,8,0.0085182659683654,machine,0.059224869592108924,positive,13
PC8,8,0.0085182659683654,spatial,0.05600184303474315,positive,14
PC8,8,0.0085182659683654,machine learning,0.05590988760786021,positive,15
PC8,8,0.0085182659683654,doi org,0.05484969633497623,positive,16
PC8,8,0.0085182659683654,org 10,0.05484969633497623,positive,17
PC8,8,0.0085182659683654,https doi,0.05484969633497623,positive,18
PC8,8,0.0085182659683654,ac,0.05475701094270733,positive,19
PC8,8,0.0085182659683654,cognitive,0.05456516253850277,positive,20
PC8,8,0.0085182659683654,clinical,-0.08780158063085863,negative,1
PC8,8,0.0085182659683654,evidence,-0.08576240595136139,negative,2
PC8,8,0.0085182659683654,posture,-0.08019258265573026,negative,3
PC8,8,0.0085182659683654,weiniger,-0.07779619020517038,negative,4
PC8,8,0.0085182659683654,databases,-0.06493558339749027,negative,5
PC8,8,0.0085182659683654,steven weiniger,-0.06451219783911766,negative,6
PC8,8,0.0085182659683654,steven,-0.06451219783911766,negative,7
PC8,8,0.0085182659683654,protocols,-0.06397381796386856,negative,8
PC8,8,0.0085182659683654,records,-0.06152251752129119,negative,9
PC8,8,0.0085182659683654,protocol,-0.05966918569499092,negative,10
PC8,8,0.0085182659683654,patient,-0.05855325134919578,negative,11
PC8,8,0.0085182659683654,protocol development,-0.0530462560523139,negative,12
PC8,8,0.0085182659683654,awareness,-0.05187253919332836,negative,13
PC8,8,0.0085182659683654,educational,-0.04949705510035044,negative,14
PC8,8,0.0085182659683654,interoception,-0.049075656964074,negative,15
PC8,8,0.0085182659683654,scholar researchgate,-0.04887802632441614,negative,16
PC8,8,0.0085182659683654,academic databases,-0.04763400255838805,negative,17
PC8,8,0.0085182659683654,individual,-0.047339282964836,negative,18
PC8,8,0.0085182659683654,clinical practice,-0.046959925600880185,negative,19
PC8,8,0.0085182659683654,outcome,-0.046927419081526416,negative,20
PC9,9,0.008191194191568964,privacy,0.08928835861253301,positive,1
PC9,9,0.008191194191568964,standards,0.07325548598885294,positive,2
PC9,9,0.008191194191568964,clinical,0.06966025970176115,positive,3
PC9,9,0.008191194191568964,edge,0.06661156587806644,positive,4
PC9,9,0.008191194191568964,ai,0.06580874396918905,positive,5
PC9,9,0.008191194191568964,posture,0.06369849516097724,positive,6
PC9,9,0.008191194191568964,identity,0.06332011941331903,positive,7
PC9,9,0.008191194191568964,policy,0.06246878417677819,positive,8
PC9,9,0.008191194191568964,security,0.061392126640106535,positive,9
PC9,9,0.008191194191568964,weiniger,0.060080304252851865,positive,10
PC9,9,0.008191194191568964,opportunities research,0.058358111349211504,positive,11
PC9,9,0.008191194191568964,assessment learning,0.0546246749229127,positive,12
PC9,9,0.008191194191568964,preserving,0.052821840473071084,positive,13
PC9,9,0.008191194191568964,thomas,0.052498693743934365,positive,14
PC9,9,0.008191194191568964,governance,0.05214645729873258,positive,15
PC9,9,0.008191194191568964,privacy preserving,0.051994794472764456,positive,16
PC9,9,0.008191194191568964,potential symposium,0.05135299933109219,positive,17
PC9,9,0.008191194191568964,roadmap active,0.05135299933109219,positive,18
PC9,9,0.008191194191568964,strategy development,0.05135299933109219,positive,19
PC9,9,0.008191194191568964,categories,0.05079353743593921,positive,20
PC9,9,0.008191194191568964,identify,-0.07808068684869869,negative,1
PC9,9,0.008191194191568964,suggest,-0.07682973284840856,negative,2
PC9,9,0.008191194191568964,outline,-0.06588953156455239,negative,3
PC9,9,0.008191194191568964,basic,-0.06268335245403779,negative,4
PC9,9,0.008191194191568964,recommend,-0.06092583662315328,negative,5
PC9,9,0.008191194191568964,tutorials,-0.06081018188011636,negative,6
PC9,9,0.008191194191568964,foundational,-0.057819808868250555,negative,7
PC9,9,0.008191194191568964,general,-0.05656913453443778,negative,8
PC9,9,0.008191194191568964,computational,-0.050977417786448355,negative,9
PC9,9,0.008191194191568964,introductory,-0.049655581213378604,negative,10
PC9,9,0.008191194191568964,specific,-0.04902132293977326,negative,11
PC9,9,0.008191194191568964,identified,-0.048578132412103216,negative,12
PC9,9,0.008191194191568964,current expertise,-0.04837203734865929,negative,13
PC9,9,0.008191194191568964,python,-0.048241650135650245,negative,14
PC9,9,0.008191194191568964,domain expertise,-0.04812374278675067,negative,15
PC9,9,0.008191194191568964,michael,-0.04562564715742999,negative,16
PC9,9,0.008191194191568964,information,-0.04544657855712803,negative,17
PC9,9,0.008191194191568964,map,-0.04541370588751568,negative,18
PC9,9,0.008191194191568964,complete,-0.045311382453068635,negative,19
PC9,9,0.008191194191568964,identify potential,-0.04408570013861376,negative,20
PC10,10,0.008077682291726538,suggest,0.1370475787826167,positive,1
PC10,10,0.008077682291726538,assess expertise,0.1246633792526869,positive,2
PC10,10,0.008077682291726538,happy assess,0.12430652260700457,positive,3
PC10,10,0.008077682291726538,assess,0.12091418174362392,positive,4
PC10,10,0.008077682291726538,level identify,0.11540227569961092,positive,5
PC10,10,0.008077682291726538,recommend,0.11412901982429043,positive,6
PC10,10,0.008077682291726538,identify relevant,0.10668392598237653,positive,7
PC10,10,0.008077682291726538,relevant learning,0.10661809589257354,positive,8
PC10,10,0.008077682291726538,identify,0.09612590192336669,positive,9
PC10,10,0.008077682291726538,evaluate,0.09389230744613498,positive,10
PC10,10,0.008077682291726538,expertise level,0.08911546872967704,positive,11
PC10,10,0.008077682291726538,analyze research,0.08661117611745305,positive,12
PC10,10,0.008077682291726538,holly,0.08362310340374064,positive,13
PC10,10,0.008077682291726538,opportunities analyze,0.08281122861636794,positive,14
PC10,10,0.008077682291726538,participation strategies,0.08281122861636794,positive,15
PC10,10,0.008077682291726538,research alignment,0.08281122861636794,positive,16
PC10,10,0.008077682291726538,develop personalized,0.07749695080638623,positive,17
PC10,10,0.008077682291726538,alignment evaluate,0.07444503018142282,positive,18
PC10,10,0.008077682291726538,evaluate collaboration,0.07444503018142282,positive,19
PC10,10,0.008077682291726538,marc,0.07354866998300766,positive,20
PC10,10,0.008077682291726538,opportunities research,-0.10200209371030923,negative,1
PC10,10,0.008077682291726538,roadmap active,-0.09513803866687026,negative,2
PC10,10,0.008077682291726538,strategy development,-0.09513803866687026,negative,3
PC10,10,0.008077682291726538,potential symposium,-0.09513803866687026,negative,4
PC10,10,0.008077682291726538,assessment learning,-0.09499417162079701,negative,5
PC10,10,0.008077682291726538,alignment collaboration,-0.086488570114637,negative,6
PC10,10,0.008077682291726538,assessments recommendations,-0.08221201764103572,negative,7
PC10,10,0.008077682291726538,accurate,-0.08026350308427874,negative,8
PC10,10,0.008077682291726538,assessments,-0.077248441950512,negative,9
PC10,10,0.008077682291726538,challenges trying,-0.0724135727268642,negative,10
PC10,10,0.008077682291726538,requested categories,-0.07201917782934097,negative,11
PC10,10,0.008077682291726538,accurate assessments,-0.07154663836444891,negative,12
PC10,10,0.008077682291726538,trying address,-0.07036805152630757,negative,13
PC10,10,0.008077682291726538,trying,-0.07036805152630757,negative,14
PC10,10,0.008077682291726538,recommendations,-0.0693249197472529,negative,15
PC10,10,0.008077682291726538,categories expertise,-0.06922974264410252,negative,16
PC10,10,0.008077682291726538,detailed profile,-0.06336948164991271,negative,17
PC10,10,0.008077682291726538,fisher,-0.06251430440272093,negative,18
PC10,10,0.008077682291726538,purnell,-0.06242563092520485,negative,19
PC10,10,0.008077682291726538,purnell fisher,-0.06242563092520485,negative,20
